,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LotArea_log,TotalBsmtSF_log,GrLivArea_log,1stFlrSF_log,2ndFlrSF_log
818,819,80,RL,80.0,8816,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,6,7,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,80.0,TA,TA,CBlock,TA,TA,Av,GLQ,504,Unf,1010,GasA,Gd,Y,SBrkr,1052,0,1052,1,0,1,0,3,1,TA,6,Typ,0,None,Attchd,1971.0,Unf,2,440,TA,TA,Y,0,0,0,0,0,0,None,MnPrv,None,0,6,2010,WD,Normal,155000,9.084436955087027,6.918695219020472,6.959398512133975,6.959398512133975,0.0
819,820,120,RL,44.0,6371,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,Stone,128.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,733,Unf,1358,GasA,Ex,Y,SBrkr,1358,0,1358,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2010.0,RFn,2,484,TA,TA,Y,192,35,0,0,0,0,None,None,None,0,6,2010,New,Partial,224000,8.759668671029939,7.214504414151143,7.214504414151143,7.214504414151143,0.0
820,821,60,RL,72.0,7226,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,798,GasA,Ex,Y,SBrkr,798,842,1640,0,0,2,1,3,1,Gd,6,Typ,0,None,Attchd,2003.0,RFn,2,595,TA,TA,Y,0,45,0,0,0,0,None,None,None,0,6,2008,WD,Normal,183000,8.885579291282982,6.683360945766275,7.403061091090091,6.683360945766275,6.736966958001855
821,822,20,RM,60.0,6000,Pave,Pave,Reg,Bnk,AllPub,Inside,Mod,OldTown,Norm,Norm,2fmCon,1Story,4,4,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,0.0,Fa,TA,CBlock,Fa,TA,No,Unf,0,Unf,936,GasA,TA,N,SBrkr,936,0,936,0,0,1,0,2,1,TA,4,Min2,0,None,Detchd,1974.0,Unf,2,576,TA,TA,Y,0,32,112,0,0,0,None,None,None,0,2,2009,WD,Normal,93000,8.699681400989514,6.842683282238422,6.842683282238422,6.842683282238422,0.0
822,823,60,RL,65.0,12394,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0,Unf,847,GasA,Ex,Y,SBrkr,847,886,1733,0,0,2,1,3,1,Gd,7,Typ,1,Gd,BuiltIn,2003.0,Fin,2,433,TA,TA,Y,100,48,0,0,0,0,None,None,None,0,10,2007,WD,Family,225000,9.42504844446929,6.742880635791903,7.458186157340487,6.742880635791903,6.787844982309579
823,824,50,RL,60.0,9900,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,7,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,778,GasA,TA,Y,SBrkr,944,545,1489,0,0,2,0,3,1,TA,7,Typ,1,Gd,Detchd,1940.0,Unf,1,240,TA,TA,Y,335,0,0,0,0,0,None,GdWo,None,0,7,2009,WD,Normal,139500,9.200391041122515,6.658011045870748,7.306531398939505,6.851184927493743,6.302618975744905
824,825,20,FV,81.0,11216,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,No,Unf,0,Unf,1489,GasA,Ex,Y,SBrkr,1489,0,1489,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,2,776,TA,TA,Y,0,140,0,0,0,0,None,None,None,0,6,2006,New,Partial,232600,9.325185763645223,7.306531398939505,7.306531398939505,7.306531398939505,0.0
826,827,45,RM,50.0,6130,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,5,6,1924,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,784,Unf,784,GasA,Gd,Y,SBrkr,784,0,784,1,0,1,0,2,1,Gd,5,Typ,0,None,Detchd,1924.0,Unf,0,0,TA,TA,Y,0,0,116,0,0,0,None,None,None,0,5,2008,WD,Normal,109500,8.721113147762688,6.665683717782408,6.665683717782408,6.665683717782408,0.0
827,828,20,RL,65.0,8529,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,20,Unf,1454,GasA,Ex,Y,SBrkr,1434,0,1434,0,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,2001.0,RFn,2,527,TA,TA,Y,290,39,0,0,0,0,None,None,None,0,4,2009,WD,Normal,189000,9.051344640485725,7.282761179605593,7.268920128193722,7.268920128193722,0.0
829,830,160,FV,24.0,2544,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,600,GasA,Ex,Y,SBrkr,520,623,1223,0,0,2,1,2,1,Gd,4,Typ,0,None,Detchd,2005.0,RFn,2,480,TA,TA,Y,0,166,0,0,0,0,None,None,None,0,7,2006,WD,Normal,147400,7.841885928984623,6.398594934535208,7.1098794630722715,6.255750041753367,6.436150368369428
830,831,20,RL,80.0,11900,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1957,1957,Gable,CompShg,HdBoard,HdBoard,BrkFace,387.0,TA,TA,CBlock,TA,TA,No,Rec,1040,Unf,1392,GasA,TA,Y,FuseA,1392,0,1392,1,0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,1957.0,RFn,2,458,TA,TA,Y,0,0,0,0,1,0,None,None,None,0,6,2008,WD,Normal,166000,9.38437770918244,7.239214973779806,7.239214973779806,7.239214973779806,0.0
831,832,160,FV,30.0,3180,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,600,GasA,Ex,Y,SBrkr,520,600,1200,0,0,2,1,2,1,Gd,4,Typ,0,None,Detchd,2005.0,RFn,2,480,TA,TA,Y,0,166,0,0,0,0,None,None,None,0,6,2006,WD,Normal,151000,8.064950891749143,6.398594934535208,7.0909098220799835,6.255750041753367,6.398594934535208
832,833,60,RL,44.0,9548,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,6,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,223.0,Gd,TA,PConc,Gd,TA,No,GLQ,483,Unf,941,GasA,Ex,Y,SBrkr,941,888,1829,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2003.0,RFn,2,613,TA,TA,Y,192,39,0,0,0,0,None,None,None,0,1,2010,WD,Normal,237000,9.164191715950203,6.848005274576363,7.512071245835466,6.848005274576363,6.790097235513905
833,834,20,RL,100.0,10004,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,Rec,196,BLQ,1516,GasA,TA,Y,SBrkr,1516,0,1516,0,0,1,1,3,1,TA,6,Typ,0,None,Attchd,1964.0,RFn,2,472,TA,TA,Y,0,0,0,0,1,0,None,None,None,0,2,2009,WD,Normal,167000,9.210840247017833,7.324489979348532,7.324489979348532,7.324489979348532,0.0
834,835,20,RL,75.0,7875,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1961,1961,Gable,CompShg,VinylSd,VinylSd,BrkFace,136.0,TA,TA,CBlock,TA,TA,No,Rec,572,Unf,1144,GasA,Gd,Y,SBrkr,1144,0,1144,1,0,1,0,3,1,TA,6,Typ,0,None,Attchd,1961.0,Unf,2,456,TA,TA,Y,0,0,0,0,0,0,None,GdWo,None,0,9,2008,WD,Normal,139950,8.971575439759016,7.0431599159883405,7.0431599159883405,7.0431599159883405,0.0
835,836,20,RL,60.0,9600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,7,1950,1995,Gable,CompShg,VinylSd,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,442,Unf,1067,GasA,TA,Y,SBrkr,1067,0,1067,0,0,2,0,2,1,Gd,4,Min2,0,None,Attchd,1996.0,Unf,2,436,TA,TA,Y,290,0,0,0,0,0,None,None,None,0,2,2010,WD,Normal,128000,9.169622538697624,6.97354301952014,6.97354301952014,6.97354301952014,0.0
836,837,30,RM,90.0,8100,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1948,1973,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,338,Unf,1559,GasA,Gd,Y,SBrkr,1559,0,1559,1,0,1,0,2,1,TA,5,Min2,0,None,Detchd,1948.0,Unf,2,812,TA,TA,Y,0,116,230,0,0,0,None,GdWo,None,0,6,2007,COD,Normal,153500,8.999742789830492,7.352441100243583,7.352441100243583,7.352441100243583,0.0
837,838,160,RM,21.0,1680,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,158.0,TA,TA,CBlock,TA,TA,No,BLQ,330,Unf,483,GasA,TA,Y,SBrkr,483,504,987,1,0,1,1,2,1,TA,5,Typ,0,None,Detchd,1973.0,Unf,1,264,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,11,2008,WD,Normal,100000,7.427144133408616,6.182084906716632,6.895682697747868,6.182084906716632,6.22455842927536
838,839,20,RL,75.0,9525,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1995,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,1099,GasA,Ex,Y,SBrkr,1099,0,1099,0,0,1,1,3,1,Gd,6,Typ,0,None,Attchd,1999.0,Unf,1,352,TA,TA,Y,278,0,0,0,0,0,None,None,None,0,6,2008,WD,Normal,144000,9.161780181360806,7.003065458786462,7.003065458786462,7.003065458786462,0.0
839,840,50,RL,70.0,11767,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1946,1995,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,352,Unf,768,GasA,Ex,Y,SBrkr,768,432,1200,0,0,1,0,3,1,TA,6,Typ,0,None,Detchd,1946.0,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,5,2008,WD,Normal,130500,9.373139262281274,6.645090969505644,7.0909098220799835,6.645090969505644,6.07073772800249
840,841,70,RH,60.0,12155,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,6,8,1925,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,156,Unf,672,GasA,TA,N,SBrkr,810,672,1482,0,0,2,0,4,1,Fa,7,Typ,0,None,Detchd,1934.0,Unf,1,400,TA,TA,P,0,0,254,0,0,0,None,None,None,0,3,2008,WD,Normal,140000,9.405578154036684,6.511745329644728,7.301822342137932,6.698268054115413,6.511745329644728
841,842,70,RM,60.0,10440,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,8,1904,2002,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,650,GasA,Gd,Y,SBrkr,958,581,1539,0,0,2,0,3,1,Gd,8,Typ,1,Po,Detchd,1983.0,Unf,2,686,Gd,TA,P,70,78,68,0,0,0,None,None,None,0,6,2008,WD,Normal,157500,9.25349564229011,6.478509642208569,7.3395376954076745,6.8658910748834385,6.366470447731438
842,843,80,RL,82.0,9020,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkFace,183.0,TA,TA,CBlock,TA,TA,Gd,Rec,312,ALQ,1127,GasA,TA,Y,SBrkr,1165,0,1165,1,0,1,1,3,1,TA,6,Typ,0,None,Attchd,1966.0,RFn,2,490,Gd,Gd,Y,0,129,0,0,0,0,None,GdPrv,None,0,5,2008,WD,Normal,174900,9.107310471656639,7.028201432058005,7.061334366910438,7.061334366910438,0.0
843,844,90,RL,80.0,8000,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,Duplex,1Story,5,4,1961,1961,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,1800,GasA,Ex,N,SBrkr,1800,0,1800,0,0,2,0,6,2,TA,10,Typ,0,None,Attchd,1961.0,Unf,0,0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,7,2007,WD,Normal,141000,8.987321812850125,7.496097345175956,7.496097345175956,7.496097345175956,0.0
844,845,50,RM,100.0,12665,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,8,1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,0,Unf,876,GasA,Gd,Y,SBrkr,876,540,1416,0,0,1,1,4,1,TA,7,Typ,1,Gd,Detchd,1949.0,Unf,3,720,TA,TA,Y,418,0,194,0,0,0,None,None,None,0,6,2008,WD,Normal,153900,9.446676517076376,6.776506992372183,7.256297239690681,6.776506992372183,6.293419278846481
845,846,85,RL,71.0,16647,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,SFoyer,5,5,1975,1981,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,1390,Unf,1390,GasA,TA,Y,SBrkr,1701,0,1701,1,0,2,0,3,1,TA,6,Min2,2,TA,Basment,1975.0,Fin,2,611,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,1,2007,WD,Normal,171000,9.720045368073471,7.237778191923443,7.43955930913332,7.43955930913332,0.0
846,847,60,RL,75.0,9317,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,137.0,Gd,TA,PConc,Gd,TA,No,ALQ,513,Unf,740,GasA,Ex,Y,SBrkr,1006,769,1775,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1993.0,Unf,2,425,TA,TA,Y,234,72,192,0,0,0,None,None,None,0,7,2009,WD,Normal,213000,9.139703292376742,6.608000625296087,7.4821189235521155,6.914730892718563,6.646390514847729
847,848,20,RL,36.0,15523,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1972,1972,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,460,Unf,864,GasA,Ex,Y,SBrkr,864,0,864,1,0,1,0,3,1,TA,5,Typ,1,Fa,Attchd,1972.0,Unf,1,338,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,8,2009,WD,Normal,133500,9.650142492488797,6.762729506931879,6.762729506931879,6.762729506931879,0.0
848,849,50,RL,75.0,45600,Pave,None,IR2,Bnk,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,6,8,1908,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,907,GasA,TA,Y,SBrkr,1307,1051,2358,0,0,3,0,5,1,TA,10,Typ,1,Gd,Detchd,1908.0,Unf,2,360,Fa,TA,Y,486,40,0,0,1,0,None,None,None,0,9,2008,WD,Normal,240000,10.727684925086583,6.811244378601294,7.765993079407675,7.176254532017144,6.9584483932976555
849,850,80,RL,80.0,9600,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,6,7,1976,1994,Hip,CompShg,Plywood,Plywood,BrkFace,360.0,Gd,Gd,CBlock,TA,TA,No,Unf,0,Unf,528,GasA,Ex,Y,SBrkr,1094,761,1855,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1976.0,RFn,2,512,TA,TA,Y,113,100,0,0,0,0,None,None,None,0,8,2007,WD,Normal,187000,9.169622538697624,6.270988431858299,7.526178913346146,6.9985096422506015,6.635946555686647
850,851,120,RM,36.0,4435,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,PConc,Gd,TA,Av,GLQ,659,Unf,848,GasA,Ex,Y,SBrkr,848,0,848,1,0,1,0,1,1,Gd,3,Typ,0,None,Attchd,2003.0,Fin,2,420,TA,TA,Y,140,0,0,0,0,0,None,None,None,0,11,2007,WD,Normal,131500,8.397508348470257,6.744059186311348,6.744059186311348,6.744059186311348,0.0
851,852,120,RL,43.0,3196,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0,Unf,1273,GasA,Ex,Y,SBrkr,1456,0,1456,0,0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,2003.0,Fin,2,400,TA,TA,Y,143,20,0,0,0,0,None,None,None,0,5,2006,WD,Normal,215000,8.069968149059841,7.149916836132109,7.284134806195205,7.284134806195205,0.0
852,853,75,RL,53.0,7128,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2.5Unf,7,5,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,364,Unf,918,GasA,Gd,Y,SBrkr,918,728,1646,0,0,2,0,4,1,TA,7,Typ,2,Gd,Detchd,1941.0,Unf,1,240,TA,TA,Y,0,0,0,0,1,0,None,MnPrv,None,0,8,2007,WD,Normal,164000,8.871926251117628,6.823286122355687,7.4067107301776405,6.823286122355687,6.591673732008658
853,854,80,RL,73.0,12095,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,6,1964,1964,Gable,CompShg,MetalSd,HdBoard,BrkFace,115.0,TA,Gd,CBlock,TA,TA,Gd,Rec,564,Unf,1127,GasA,TA,Y,SBrkr,1445,0,1445,0,0,1,1,3,1,TA,7,Typ,1,Fa,Attchd,1964.0,RFn,2,645,TA,TA,Y,180,0,0,0,0,0,None,MnPrv,None,0,8,2009,WD,Normal,158000,9.400630098419315,7.028201432058005,7.27655640271871,7.27655640271871,0.0
855,856,20,RL,71.0,6897,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1962,2010,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,659,Unf,1040,GasA,Ex,Y,SBrkr,1040,0,1040,1,0,1,1,3,1,TA,6,Typ,0,None,Detchd,1962.0,Unf,1,260,TA,TA,Y,0,104,0,0,0,0,None,None,None,0,4,2010,WD,Normal,127000,8.838986793496787,6.947937068614969,6.947937068614969,6.947937068614969,0.0
856,857,80,RL,70.0,10970,Pave,None,IR1,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,Plywood,HdBoard,None,0.0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,505,LwQ,940,GasA,TA,Y,SBrkr,1026,0,1026,1,0,1,0,3,1,TA,5,Typ,0,None,Detchd,1981.0,Unf,2,576,TA,Fa,Y,0,0,34,0,0,0,None,MnPrv,None,0,10,2008,WD,Normal,147000,9.30301070681749,6.846943139585379,6.934397209928558,6.934397209928558,0.0
857,858,60,RL,65.0,8125,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,702,GasA,Gd,Y,SBrkr,702,779,1481,0,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1994.0,Fin,2,343,TA,TA,Y,0,36,0,0,0,0,None,None,None,0,3,2009,WD,Normal,174000,9.002824076547672,6.555356891810665,7.301147805856032,6.555356891810665,6.659293919683638
858,859,20,RL,80.0,10400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,189.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,1090,GasA,TA,Y,SBrkr,1370,0,1370,0,0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1976.0,RFn,2,479,TA,TA,Y,0,0,0,0,0,0,None,MnPrv,None,0,6,2009,WD,Family,152000,9.249657234353133,6.994849985833071,7.223295679562314,7.223295679562314,0.0
859,860,60,RL,80.0,11029,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,6,7,1968,1984,Gable,CompShg,HdBoard,HdBoard,BrkFace,220.0,TA,TA,CBlock,TA,TA,Mn,BLQ,619,Unf,1054,GasA,TA,Y,SBrkr,1512,1142,2654,1,0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,1968.0,Unf,2,619,TA,TA,Y,0,65,0,0,1,0,None,None,None,0,8,2006,WD,Normal,250000,9.308374112247549,6.961296045910167,7.884199933676039,7.321849713788356,7.04141166379481
860,861,50,RL,55.0,7642,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,8,1918,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0,Unf,912,GasA,Gd,Y,SBrkr,912,514,1426,0,0,1,1,3,1,Gd,7,Typ,1,Gd,Detchd,1925.0,Unf,1,216,TA,TA,Y,0,240,0,0,0,0,None,GdPrv,None,0,6,2007,WD,Normal,189950,8.941545475242885,6.816735880594968,7.2633296174768365,6.816735880594968,6.244166900663736
861,862,190,RL,75.0,11625,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,2fmCon,1Story,5,4,1965,1965,Hip,CompShg,Plywood,HdBoard,None,0.0,TA,TA,PConc,TA,TA,Mn,BLQ,841,Unf,1039,GasA,Ex,Y,SBrkr,1039,0,1039,1,0,1,1,3,1,TA,6,Typ,0,None,Attchd,1965.0,Unf,2,504,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,4,2010,WD,Normal,131500,9.360999248261296,6.946975992135418,6.946975992135418,6.946975992135418,0.0
862,863,20,RL,81.0,9672,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1984,1985,Hip,CompShg,HdBoard,Plywood,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,338,Unf,1040,GasA,TA,Y,SBrkr,1097,0,1097,0,0,2,0,3,1,TA,6,Typ,0,None,Attchd,1986.0,Unf,2,480,TA,TA,Y,0,0,0,0,0,0,None,GdPrv,None,0,5,2010,WD,Normal,152000,9.177093778182547,6.947937068614969,7.001245622069476,7.001245622069476,0.0
863,864,20,RL,70.0,7931,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,BrkFace,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,1148,Unf,1148,GasA,TA,Y,SBrkr,1148,0,1148,1,0,1,0,3,1,TA,6,Typ,0,None,Attchd,1959.0,Unf,1,672,TA,TA,Y,0,0,0,0,0,0,None,GdPrv,None,0,7,2009,WD,Normal,132500,8.978660489639687,7.046647277848756,7.046647277848756,7.046647277848756,0.0
864,865,20,FV,72.0,8640,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,1372,GasA,Ex,Y,SBrkr,1372,0,1372,0,0,2,0,3,1,Gd,6,Typ,0,None,Attchd,2008.0,Fin,2,529,TA,TA,Y,0,140,0,0,0,0,None,None,None,0,5,2008,New,Partial,250580,9.0642735958414,7.224753405767971,7.224753405767971,7.224753405767971,0.0
865,866,20,RL,73.0,8750,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1970,1970,Gable,CompShg,MetalSd,MetalSd,BrkFace,76.0,TA,TA,CBlock,TA,TA,No,BLQ,828,Unf,1002,GasA,TA,Y,SBrkr,1002,0,1002,1,0,1,0,3,1,TA,5,Typ,0,None,Detchd,1973.0,Unf,2,902,TA,TA,Y,0,0,0,0,0,0,None,MnPrv,None,0,8,2009,WD,Normal,148500,9.076923258535832,6.910750787961936,6.910750787961936,6.910750787961936,0.0
